ZipCode,lat,long,st,et,airport,arrival/departure time,direction
WF12RL,53.691135,-1.511077,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
PL99NF,50.350793,-4.1019,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
B153RX,52.461108,-1.936679,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
B988RR,52.319295,-1.917351,09:45,10:45,London Gatwick Airport,12:45,Out
DN93BG,53.497859,-0.984601,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
NR86DY,52.675957,1.230998,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
NR151TR,52.532035,1.286679,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BL23DR,53.603244,-2.39704,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GU236DB,51.299688,-0.49543,07:20,08:20,London Heathrow Airport,10:20,Out
CB101LP,52.022435,0.245256,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
NR86PA,52.680628,1.197397,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
PE343BW,52.686653,0.323931,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
LL139TJ,53.068217,-2.977519,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
PL36HL,50.387157,-4.098428,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
B323JY,52.43518,-1.995346,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
WF84LT,53.680898,-1.319253,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
IP279BX,52.410167,0.51941,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GU323AY,51.00464,-0.947894,09:10,08:10,London Gatwick Airport,09:10,In
HP234DS,51.792471,-0.676853,09:10,08:10,London Gatwick Airport,09:10,In
S87SH,53.330137,-1.486499,09:10,08:10,London Gatwick Airport,09:10,In
B742LU,52.579243,-1.876653,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SK87QS,53.359014,-2.185447,09:10,08:10,London Gatwick Airport,09:10,In
GU170PW,51.331391,-0.79058,09:10,08:10,London Gatwick Airport,09:10,In
GU113RP,51.232169,-0.752075,09:10,08:10,London Gatwick Airport,09:10,In
ST74GZ,53.091741,-2.211517,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GU479DL,51.348386,-0.801018,09:10,08:10,London Gatwick Airport,09:10,In
S351QH,53.457852,-1.470939,09:10,08:10,London Gatwick Airport,09:10,In
IP121BG,52.092343,1.320234,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RG237EU,51.271358,-1.19259,09:10,08:10,London Gatwick Airport,09:10,In
GU466DF,51.328791,-0.831168,09:10,08:10,London Gatwick Airport,09:10,In
LN59GN,53.109772,-0.648931,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
TW61AP,51.472385,-0.450939,09:10,08:10,London Gatwick Airport,09:10,In
NR338DJ,52.456074,1.707045,09:10,08:10,London Gatwick Airport,09:10,In
B807SS,52.271116,-1.894374,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
WS153BL,52.817869,-1.88033,09:10,08:10,London Gatwick Airport,09:10,In
HP235HZ,51.796356,-0.657932,09:10,08:10,London Gatwick Airport,09:10,In
HP235JA,51.79582,-0.656643,09:10,08:10,London Gatwick Airport,09:10,In
S103FN,53.37058,-1.506258,09:10,08:10,London Gatwick Airport,09:10,In
CV477SA,52.216767,-1.283738,09:10,08:10,London Gatwick Airport,09:10,In
S119RG,53.350682,-1.522547,09:10,08:10,London Gatwick Airport,09:10,In
SP29PA,51.089489,-1.830742,09:10,08:10,London Gatwick Airport,09:10,In
CM112RU,51.609085,0.430259,09:10,08:10,London Gatwick Airport,09:10,In
TW62GA,51.473271,-0.487799,09:10,08:10,London Gatwick Airport,09:10,In
LS209LH,53.871975,-1.700571,09:10,08:10,London Gatwick Airport,09:10,In
TW62GA,51.473271,-0.487799,09:10,08:10,London Gatwick Airport,09:10,In
B449DL,52.55341,-1.890235,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
S602TR,53.420433,-1.345611,09:10,08:10,London Gatwick Airport,09:10,In
NR337DZ,52.448279,1.723231,09:10,08:10,London Gatwick Airport,09:10,In
RG412ST,51.416897,-0.851254,09:10,08:10,London Gatwick Airport,09:10,In
EX387BX,50.953889,-4.128854,09:10,08:10,London Gatwick Airport,09:10,In
CF236HA,51.513771,-3.166868,09:10,08:10,London Gatwick Airport,09:10,In
LE54RA,52.637149,-1.075324,09:45,10:45,London Gatwick Airport,12:45,Out
SA29JL,51.619943,-3.999386,09:10,08:10,London Gatwick Airport,09:10,In
TQ69HH,50.351622,-3.590301,09:10,08:10,London Gatwick Airport,09:10,In
BA149DD,51.323136,-2.227765,09:45,10:45,London Gatwick Airport,12:45,Out
TQ28PJ,50.495912,-3.534681,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
PE135PY,52.677905,0.133044,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CM62PY,51.953571,0.339864,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
PL126HJ,50.413611,-4.226594,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CV376DN,52.187786,-1.712019,09:45,10:45,London Gatwick Airport,12:45,Out
S662PE,53.424677,-1.278548,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SG27NP,51.913607,-0.130174,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CV59BQ,52.422915,-1.566248,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CF159JS,51.519627,-3.324152,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CB75UU,52.341726,0.405068,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
ST53PN,52.988664,-2.226087,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
MK418LU,52.157031,-0.440191,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SY36BJ,52.693317,-2.771708,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
MK417UG,52.162938,-0.460702,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SG143DX,51.808251,-0.083037,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GL22DH,51.823748,-2.267151,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
ST158SU,52.889484,-2.129884,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CV56QB,52.396244,-1.520217,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
TQ27HN,50.479952,-3.560733,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
NG27JQ,52.914653,-1.148146,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
PE304EP,52.756032,0.437309,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CF158BR,51.516213,-3.254398,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
TF29QR,52.687681,-2.429349,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CO40PP,51.902142,0.934097,09:45,10:45,London Gatwick Airport,12:45,Out
PE45BL,52.619056,-0.281659,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
DY69DZ,52.497577,-2.173676,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
WS34AD,52.63149,-1.974376,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RM70QU,51.566517,0.174238,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
TW62GA,51.473271,-0.487799,14:20,13:20,Park Inn Heathrow,14:20,In
OX162AU,52.064214,-1.338372,09:45,10:45,London Gatwick Airport,12:45,Out
PE283LE,52.356264,0.003263,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GL115UN,51.702805,-2.370005,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
TA190BP,50.925123,-2.909436,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
EX176RX,50.849211,-3.724778,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CF625AJ,51.392919,-3.268802,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
ME174NX,51.230141,0.505495,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
DE11DQ,52.923022,-1.488497,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
LE33GB,52.619161,-1.205617,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
LE33GB,52.619161,-1.205617,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BS313JJ,51.398676,-2.453489,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
B930QA,52.379814,-1.744754,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SW153JN,51.452795,-0.22064,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
TA245QW,51.207904,-3.472839,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GL74BE,51.70562,-1.779469,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SS39TJ,51.536616,0.797177,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CF141UR,51.51139,-3.203237,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
LU54HR,51.885418,-0.51492,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SS26QY,51.56268,0.700495,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
ME142AG,51.285412,0.529957,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
NN160AW,52.396597,-0.728947,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
NP448RQ,51.650092,-3.003013,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GL69BZ,51.70853,-2.196106,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
WR52DE,52.176203,-2.201551,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CV77NH,52.435023,-1.637912,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CF235NG,51.507515,-3.167544,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
EX25HX,50.717046,-3.498801,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
MK430LJ,52.073678,-0.547673,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GL69BZ,51.70853,-2.196106,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
WR135NJ,52.127647,-2.379182,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SS72QA,51.55333,0.601277,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CF238LB,51.534607,-3.141955,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
NP204PJ,51.590205,-3.004247,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CB43LF,52.215077,0.112421,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RM108JA,51.545661,0.156729,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
LE33GB,52.619161,-1.205617,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BA69SN,51.170355,-2.774722,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GL29DE,51.878283,-2.226828,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
HP11QY,51.747336,-0.489905,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SM38LT,51.368318,-0.222464,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CV77GE,52.386247,-1.642526,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
OX394TD,51.701372,-0.919439,09:45,10:45,London Gatwick Airport,12:45,Out
WR144PD,52.088147,-2.332916,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CT20EL,51.302887,1.129755,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CB12LS,52.205066,0.138539,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
WR141DN,52.134951,-2.313776,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
HA85TF,51.598735,-0.280999,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SG120DQ,51.818863,-0.040538,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BS229EQ,51.362814,-2.93154,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RM162PU,51.495334,0.334775,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RM162PU,51.495334,0.334775,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
WR144PS,52.080984,-2.32866,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
EX246RJ,50.728749,-3.061118,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
MK63DZ,52.024264,-0.725122,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SW130NR,51.471317,-0.254563,09:50,10:50,London Gatwick Airport,12:50,Out
DA163PJ,51.463596,0.107017,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
TN126BF,51.174751,0.395013,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GL76PS,51.681048,-2.088072,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BN35FN,50.835003,-0.183961,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BN68DJ,50.926883,-0.132331,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
ME57HL,51.369199,0.555983,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SE173EE,51.485967,-0.097336,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SG129RN,51.789132,-0.019483,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
AL23QA,51.708686,-0.368787,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
NE650SY,55.344443,-1.609974,11:00,10:00,Newcastle Airport,11:00,In
NE464NH,54.994599,-2.106295,11:00,10:00,Newcastle Airport,11:00,In
TA218LT,50.978477,-3.229566,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
DA37HB,51.393166,0.330934,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
TN225PB,50.963404,0.132469,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SN127HQ,51.383727,-2.123927,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
KT92JD,51.359864,-0.30682,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
ME130QR,51.343739,0.86931,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
TN118AA,51.18407,0.249046,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
DA158AB,51.435014,0.100622,09:45,10:45,London Gatwick Airport,12:45,Out
SE128BJ,51.450505,0.026275,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
TA187PA,50.894626,-2.754706,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CV350AA,52.216492,-1.505409,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
EN107EG,51.747189,-0.027375,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
EN92NZ,51.74039,0.015059,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
ME21LW,51.37283,0.456491,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CV350AA,52.216492,-1.505409,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
AL87NQ,51.819188,-0.209797,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
WD78PT,51.674576,-0.326957,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
MK453EJ,52.078866,-0.440726,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
W21UH,51.516422,-0.171188,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GU343ES,51.103378,-1.022414,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
NE209JR,55.031406,-1.760201,11:15,10:15,Newcastle Airport,11:15,In
AL100BY,51.767747,-0.230832,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SM73AE,51.326281,-0.190991,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
KT229XD,51.28357,-0.356633,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RM26ER,51.584943,0.205084,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SW161TR,51.42969,-0.138818,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RH150SW,50.95883,-0.096249,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BN273SE,50.882352,0.169556,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RM70QD,51.566505,0.181149,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
OX43SG,51.730687,-1.220865,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BN162AA,50.811188,-0.494341,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
DT49RZ,50.627851,-2.480368,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
EN34PQ,51.641173,-0.044466,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BN68UN,50.920807,-0.107419,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BN68DA,50.925012,-0.140716,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
ME59NL,51.335356,0.51779,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SN151QH,51.471562,-2.128744,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RG129TY,51.409445,-0.72461,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CR05NY,51.373226,-0.084757,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SN47DN,51.536174,-1.906532,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
GU314EE,51.00345,-0.917107,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CR69JQ,51.300884,-0.067584,09:45,10:45,London Gatwick Airport,12:45,Out
DT118QT,50.925244,-2.192632,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
PH221TD,57.195384,-3.822901,11:35,10:35,Aberdeen Airport,11:35,In
OX100DL,51.59844,-1.127566,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CV350AA,52.216492,-1.505409,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SN47JA,51.551336,-1.897689,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CV350AA,52.216492,-1.505409,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
KT190EW,51.361258,-0.262584,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CR82UU,51.340793,-0.11606,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SN81BH,51.42505,-1.72529,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SL62PQ,51.484558,-0.692819,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CR82UU,51.340793,-0.11606,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
CR81BD,51.329605,-0.103226,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
KT199QZ,51.354346,-0.267025,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RH108XH,51.126452,-0.167538,09:45,10:45,London Gatwick Airport,12:45,Out
RG94DP,51.499876,-0.919473,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RH108XH,51.126452,-0.167538,09:45,10:45,London Gatwick Airport,12:45,Out
RH108XH,51.126452,-0.167538,09:45,10:45,London Gatwick Airport,12:45,Out
RH108XH,51.126452,-0.167538,09:45,10:45,London Gatwick Airport,12:45,Out
RH108XH,51.126452,-0.167538,09:45,10:45,London Gatwick Airport,12:45,Out
BH211RB,50.794981,-1.978588,12:00,11:00,London Heathrow Airport,12:00,In
SN27BB,51.578672,-1.77649,12:00,11:00,London Heathrow Airport,12:00,In
GU179JF,51.325522,-0.78739,12:00,11:00,London Heathrow Airport,12:00,In
IP309PJ,52.235046,0.863999,12:00,11:00,London Heathrow Airport,12:00,In
LS72NJ,53.829735,-1.551037,12:00,11:00,London Heathrow Airport,12:00,In
CH493AB,53.378687,-3.12155,12:00,11:00,London Heathrow Airport,12:00,In
SY35JA,52.708005,-2.800534,12:00,11:00,London Heathrow Airport,12:00,In
PE68RH,52.664059,-0.253055,12:00,11:00,London Heathrow Airport,12:00,In
WS137EH,52.693834,-1.844282,12:00,11:00,London Heathrow Airport,12:00,In
NR66TU,52.657465,1.288528,12:00,11:00,London Heathrow Airport,12:00,In
DT51JT,50.54596,-2.432283,12:00,11:00,London Heathrow Airport,12:00,In
HG31AY,53.95747,-1.451218,12:00,11:00,London Heathrow Airport,12:00,In
SO410WB,50.725456,-1.606839,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
S267XR,53.315203,-1.281461,12:00,11:00,London Heathrow Airport,12:00,In
GL24XG,51.827168,-2.284788,12:00,11:00,London Heathrow Airport,12:00,In
PO122RU,50.791989,-1.161623,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RG424NZ,51.432351,-0.791858,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
B975NJ,52.28247,-1.948291,12:00,11:00,London Heathrow Airport,12:00,In
B975NJ,52.28247,-1.948291,12:00,11:00,London Heathrow Airport,12:00,In
RG279DW,51.283354,-0.965056,12:00,11:00,London Heathrow Airport,12:00,In
RG177TZ,51.484173,-1.558079,12:00,11:00,London Heathrow Airport,12:00,In
RG71RU,51.36425,-0.95717,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RG401EZ,54.0,-2.0,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RG213JA,51.252264,-1.090172,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BH232FG,50.739898,-1.797286,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
PO208PH,50.76195,-0.861791,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
RG237DP,51.252096,-1.171836,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BH154LD,50.721188,-2.015638,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BH228RS,50.785221,-1.892287,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
PO196QJ,50.856422,-0.773067,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
PO122TF,50.79023,-1.164563,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
PO167RU,50.857312,-1.176535,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SO531EL,50.989957,-1.376072,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
BH220FE,50.822869,-1.886849,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SK102DP,53.266589,-2.126213,13:25,12:25,Manchester Airport,13:25,In
SK104BU,53.282599,-2.148908,13:25,12:25,Manchester Airport,13:25,In
SO535DX,50.996186,-1.368878,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SO510PE,51.011181,-1.491362,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
SO454NY,50.854651,-1.413382,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
PO168SY,50.858004,-1.170072,12:00,13:00,Southampton City Cruise Terminal,15:00,Out
IV159PF,57.604046,-4.423655,09:00,08:00,Southampton QE II Cruise Terminal,09:00,In
BT350RD,54.0,-2.0,14:20,13:20,Belfast Airport,14:20,In
G662PG,55.943771,-4.122793,09:00,08:00,Southampton QE II Cruise Terminal,09:00,In
PH27BB,56.388112,-3.418683,16:40,15:40,Edinburgh Airport,16:40,In
NE612BL,55.164265,-1.708014,17:10,16:10,Newcastle Airport,17:10,In
SO415RG,50.773855,-1.524971,17:30,16:30,London Heathrow Airport,17:30,In
EC1R1YB,51.530683,-0.10764,17:30,16:30,London Heathrow Airport,17:30,In
TN25NN,51.118657,0.253455,17:30,16:30,London Heathrow Airport,17:30,In
ME72HH,51.378598,0.565417,17:30,16:30,London Heathrow Airport,17:30,In
GL522QX,51.90693,-2.066637,17:30,16:30,London Heathrow Airport,17:30,In
WA67SB,53.288825,-2.711763,17:30,16:30,London Heathrow Airport,17:30,In
HP225UR,51.785769,-0.789308,17:30,16:30,London Heathrow Airport,17:30,In
LE60LH,52.647691,-1.237795,17:30,16:30,London Heathrow Airport,17:30,In
SO419FL,50.761471,-1.547172,17:30,16:30,London Heathrow Airport,17:30,In
LL303RA,53.322055,-3.773436,17:30,16:30,London Heathrow Airport,17:30,In
SA40UH,51.719597,-4.05214,17:30,16:30,London Heathrow Airport,17:30,In
CH22AR,53.202208,-2.889618,17:30,16:30,London Heathrow Airport,17:30,In
AL96HQ,51.762577,-0.151984,17:40,16:40,London Heathrow Airport,17:40,In
KT172NY,51.358769,-0.245198,17:40,16:40,London Heathrow Airport,17:40,In
DT73EY,50.726774,-2.95022,17:40,16:40,London Heathrow Airport,17:40,In
GU359QY,51.104542,-0.858185,17:40,16:40,London Heathrow Airport,17:40,In
SA67QE,51.659334,-3.93422,17:40,16:40,London Heathrow Airport,17:40,In
WF34JL,53.71507,-1.478874,17:40,16:40,London Heathrow Airport,17:40,In
NP81NF,51.870521,-3.24031,17:40,16:40,London Heathrow Airport,17:40,In
RM175PT,51.489814,0.328831,17:40,16:40,London Heathrow Airport,17:40,In
GL502DE,51.888337,-2.080616,17:40,16:40,London Heathrow Airport,17:40,In
SA148UQ,51.691116,-4.091436,17:40,16:40,London Heathrow Airport,17:40,In
NR134RS,52.649149,1.436932,17:40,16:40,London Heathrow Airport,17:40,In
YO73JG,54.174691,-1.319037,17:40,16:40,London Heathrow Airport,17:40,In
LS179ES,53.894343,-1.456001,17:40,16:40,London Heathrow Airport,17:40,In
UB70DU,51.482652,-0.451398,17:40,16:40,London Heathrow Airport,17:40,In
S425HN,53.176431,-1.387927,17:40,16:40,London Heathrow Airport,17:40,In
UB70DU,51.482652,-0.451398,17:40,16:40,London Heathrow Airport,17:40,In
RM126HL,51.556107,0.226252,17:40,16:40,London Heathrow Airport,17:40,In
BS361HE,51.52157,-2.507462,17:55,16:55,London Heathrow Airport,17:55,In
BS328AR,51.522514,-2.535767,17:55,16:55,London Heathrow Airport,17:55,In
BS229AH,51.359685,-2.947117,18:15,17:15,London Heathrow Airport,18:15,In
EH42AQ,55.96116,-3.258386,19:05,18:05,Edinburgh Airport,19:05,In
EX395BE,51.026008,-4.236719,19:55,18:55,Bristol Airport,19:55,In
GL74BL,51.707549,-1.777579,19:55,18:55,Bristol Airport,19:55,In
RG412SY,51.412819,-0.850882,20:35,19:35,London Gatwick Airport,20:35,In
DH63SJ,54.747808,-1.411949,21:35,20:35,Newcastle Airport,21:35,In
NE49EP,54.981815,-1.653588,21:35,20:35,Newcastle Airport,21:35,In
OL27YR,53.585289,-2.104112,22:10,21:10,Manchester Airport,22:10,In
EH178BP,55.90131,-3.172671,22:20,21:20,Edinburgh Airport,22:20,In
LN24DX,53.242401,-0.52633,22:55,21:55,London Gatwick Airport,22:55,In
CV32QF,52.392632,-1.454128,22:55,21:55,London Gatwick Airport,22:55,In
NG197BP,53.152172,-1.197796,04:05,05:05,London Gatwick Airport,07:05,Out
HP136JU,51.634878,-0.73065,03:15,04:15,London Heathrow Airport,06:15,Out
NN60HQ,52.274972,-0.767296,04:05,05:05,London Gatwick Airport,07:05,Out
CT54EJ,51.347895,1.009733,05:45,04:45,London Heathrow Airport,05:45,In
DE222JE,52.952536,-1.495235,05:45,04:45,London Heathrow Airport,05:45,In
CT66JG,51.370624,1.147926,05:45,04:45,London Heathrow Airport,05:45,In
CT52LB,51.36075,1.044798,05:45,04:45,London Heathrow Airport,05:45,In
CT214JH,51.074688,1.066624,05:55,04:55,London Heathrow Airport,05:55,In
LU63BJ,51.880374,-0.519256,05:55,04:55,London Heathrow Airport,05:55,In
CR28QN,51.330395,-0.05812,04:05,05:05,London Gatwick Airport,07:05,Out
TW62GA,51.473271,-0.487799,11:20,10:20,Park Inn Heathrow,11:20,In
TW62GA,51.473271,-0.487799,08:10,07:10,London City Airport,08:10,In
BN38EL,50.85291,-0.20209,07:50,08:50,London Heathrow Airport,10:50,Out
TW62GA,51.473271,-0.487799,12:55,11:55,Park Inn Heathrow,12:55,In
PL72WB,50.391062,-4.025806,12:00,13:00,London Heathrow Airport,15:00,Out
RG46XN,51.471425,-0.905892,07:50,08:50,London Heathrow Airport,10:50,Out
BD161SJ,53.828574,-1.823576,12:00,13:00,London Heathrow Airport,15:00,Out
PR54RN,53.734704,-2.668232,12:00,13:00,London Heathrow Airport,15:00,Out
AB116ED,57.142092,-2.104703,06:45,07:45,Aberdeen Airport,09:45,Out
NR86PA,52.680628,1.197397,12:00,13:00,London Heathrow Airport,15:00,Out
